call_id,rep_id,rep_name,rep_region,npi,call_date,call_type,detailing_topic,outcome
CALL3000968,REP005,Ethan Hunt,Northeast,1800000121,2025-09-08,Email Follow-up,Clinical Trials Data,High Interest
CALL3000969,REP002,Bob Mendez,West,1800000224,2025-10-20,Phone Call,Co-pay Assistance Program,High Interest
CALL3000970,REP001,Alice Carter,East,1800000095,2025-04-24,In-Person,Market Access & Formulary Update,High Interest
CALL3000971,REP002,Bob Mendez,West,1800000180,2025-09-10,In-Person,Clinical Trials Data,Favorable
CALL3000972,REP004,Diana Prince,Midwest,1800000103,2025-04-02,In-Person,Clinical Trials Data,Favorable
CALL3000973,REP004,Diana Prince,Midwest,1800000033,2025-05-13,Phone Call,Clinical Trials Data,High Interest
CALL3000974,REP005,Ethan Hunt,Northeast,1800000149,2025-08-08,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3000975,REP001,Alice Carter,East,1800000117,2025-02-03,Email Follow-up,Safety & Tolerability,Favorable
CALL3000976,REP005,Ethan Hunt,Northeast,1800000040,2025-07-02,Virtual Video,Clinical Trials Data,Neutral
CALL3000977,REP003,Charlie Vance,South,1800000086,2025-12-21,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3000978,REP004,Diana Prince,Midwest,1800000228,2025-12-07,In-Person,Efficacy Profile,Favorable
CALL3000979,REP001,Alice Carter,East,1800000010,2025-07-03,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3000980,REP003,Charlie Vance,South,1800000240,2025-05-05,In-Person,Co-pay Assistance Program,High Interest
CALL3000981,REP004,Diana Prince,Midwest,1800000205,2025-05-23,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000982,REP005,Ethan Hunt,Northeast,1800000118,2025-03-22,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3000983,REP003,Charlie Vance,South,1800000156,2025-04-20,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3000984,REP002,Bob Mendez,West,1800000074,2025-03-27,Virtual Video,Market Access & Formulary Update,Neutral
CALL3000985,REP003,Charlie Vance,South,1800000142,2025-03-08,Virtual Video,Safety & Tolerability,Unfavorable
CALL3000986,REP005,Ethan Hunt,Northeast,1800000004,2025-02-19,Email Follow-up,Efficacy Profile,High Interest
CALL3000987,REP004,Diana Prince,Midwest,1800000052,2025-09-07,In-Person,Efficacy Profile,Unfavorable
CALL3000988,REP004,Diana Prince,Midwest,1800000134,2025-10-28,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000989,REP005,Ethan Hunt,Northeast,1800000176,2025-12-27,Phone Call,Co-pay Assistance Program,Favorable
CALL3000990,REP003,Charlie Vance,South,1800000161,2025-06-20,Email Follow-up,Efficacy Profile,Favorable
CALL3000991,REP005,Ethan Hunt,Northeast,1800000073,2025-01-29,Virtual Video,Market Access & Formulary Update,Neutral
CALL3000992,REP001,Alice Carter,East,1800000223,2025-07-08,Email Follow-up,Efficacy Profile,Neutral
CALL3000993,REP005,Ethan Hunt,Northeast,1800000189,2025-02-17,Virtual Video,Efficacy Profile,Unfavorable
CALL3000994,REP004,Diana Prince,Midwest,1800000057,2025-03-08,Virtual Video,Safety & Tolerability,Neutral
CALL3000995,REP001,Alice Carter,East,1800000146,2025-06-18,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000996,REP002,Bob Mendez,West,1800000049,2025-05-07,Phone Call,Co-pay Assistance Program,High Interest
CALL3000997,REP003,Charlie Vance,South,1800000248,2025-10-18,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3000998,REP005,Ethan Hunt,Northeast,1800000061,2025-05-05,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000999,REP005,Ethan Hunt,Northeast,1800000125,2025-04-15,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3001000,REP001,Alice Carter,East,1800000084,2025-10-09,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3001001,REP005,Ethan Hunt,Northeast,1800000155,2025-12-20,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3001002,REP001,Alice Carter,East,1800000073,2025-09-22,In-Person,Co-pay Assistance Program,Unfavorable
CALL3001003,REP003,Charlie Vance,South,1800000018,2025-06-29,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001004,REP003,Charlie Vance,South,1800000104,2025-06-04,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001005,REP002,Bob Mendez,West,1800000014,2025-01-20,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3001006,REP003,Charlie Vance,South,1800000119,2025-01-20,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3001007,REP001,Alice Carter,East,1800000076,2025-03-13,In-Person,Co-pay Assistance Program,Unfavorable
CALL3001008,REP005,Ethan Hunt,Northeast,1800000028,2025-11-06,Virtual Video,Market Access & Formulary Update,Neutral
CALL3001009,REP003,Charlie Vance,South,1800000114,2025-08-05,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001010,REP004,Diana Prince,Midwest,1800000198,2025-11-05,Virtual Video,Market Access & Formulary Update,High Interest
CALL3001011,REP003,Charlie Vance,South,1800000200,2025-08-18,In-Person,Efficacy Profile,Favorable
CALL3001012,REP001,Alice Carter,East,1800000051,2025-08-21,Email Follow-up,Efficacy Profile,Neutral
CALL3001013,REP005,Ethan Hunt,Northeast,1800000028,2025-10-28,In-Person,Clinical Trials Data,Unfavorable
CALL3001014,REP005,Ethan Hunt,Northeast,1800000120,2025-01-11,Phone Call,Clinical Trials Data,Unfavorable
CALL3001015,REP004,Diana Prince,Midwest,1800000056,2025-02-21,In-Person,Market Access & Formulary Update,High Interest
CALL3001016,REP002,Bob Mendez,West,1800000125,2025-02-05,Virtual Video,Clinical Trials Data,Favorable
CALL3001017,REP002,Bob Mendez,West,1800000233,2025-06-12,Phone Call,Clinical Trials Data,Unfavorable
CALL3001018,REP003,Charlie Vance,South,1800000019,2025-10-16,In-Person,Safety & Tolerability,Favorable
CALL3001019,REP002,Bob Mendez,West,1800000035,2025-02-07,In-Person,Safety & Tolerability,Unfavorable
CALL3001020,REP005,Ethan Hunt,Northeast,1800000110,2025-11-12,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001021,REP004,Diana Prince,Midwest,1800000222,2025-01-16,Email Follow-up,Efficacy Profile,Unfavorable
CALL3001022,REP003,Charlie Vance,South,1800000021,2025-12-20,Phone Call,Clinical Trials Data,Favorable
CALL3001023,REP003,Charlie Vance,South,1800000023,2025-07-30,Phone Call,Market Access & Formulary Update,Neutral
CALL3001024,REP003,Charlie Vance,South,1800000179,2025-04-17,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3001025,REP001,Alice Carter,East,1800000161,2025-01-20,Phone Call,Safety & Tolerability,Neutral
CALL3001026,REP001,Alice Carter,East,1800000094,2025-04-24,Phone Call,Clinical Trials Data,Neutral
CALL3001027,REP005,Ethan Hunt,Northeast,1800000047,2025-11-24,Virtual Video,Efficacy Profile,Unfavorable
CALL3001028,REP001,Alice Carter,East,1800000197,2025-01-26,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3001029,REP002,Bob Mendez,West,1800000070,2025-07-01,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3001030,REP002,Bob Mendez,West,1800000151,2025-12-08,In-Person,Clinical Trials Data,Favorable
CALL3001031,REP004,Diana Prince,Midwest,1800000117,2025-06-03,Phone Call,Safety & Tolerability,Favorable
CALL3001032,REP005,Ethan Hunt,Northeast,1800000097,2025-03-09,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3001033,REP005,Ethan Hunt,Northeast,1800000021,2025-08-14,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3001034,REP001,Alice Carter,East,1800000082,2025-04-06,Virtual Video,Clinical Trials Data,Favorable
CALL3001035,REP004,Diana Prince,Midwest,1800000219,2025-12-26,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001036,REP002,Bob Mendez,West,1800000231,2025-09-28,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3001037,REP001,Alice Carter,East,1800000098,2025-10-15,In-Person,Safety & Tolerability,Unfavorable
CALL3001038,REP002,Bob Mendez,West,1800000087,2025-09-27,In-Person,Clinical Trials Data,Unfavorable
CALL3001039,REP001,Alice Carter,East,1800000008,2025-07-03,Virtual Video,Co-pay Assistance Program,Neutral
CALL3001040,REP001,Alice Carter,East,1800000049,2025-06-10,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001041,REP003,Charlie Vance,South,1800000080,2025-04-02,In-Person,Efficacy Profile,Favorable
CALL3001042,REP003,Charlie Vance,South,1800000122,2025-11-13,Email Follow-up,Efficacy Profile,Neutral
CALL3001043,REP003,Charlie Vance,South,1800000076,2025-01-12,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001044,REP005,Ethan Hunt,Northeast,1800000146,2025-09-07,Phone Call,Safety & Tolerability,High Interest
CALL3001045,REP003,Charlie Vance,South,1800000044,2025-03-25,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3001046,REP001,Alice Carter,East,1800000004,2025-12-14,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3001047,REP003,Charlie Vance,South,1800000088,2025-01-21,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001048,REP001,Alice Carter,East,1800000046,2025-12-01,In-Person,Efficacy Profile,Busy - Left Materials
CALL3001049,REP005,Ethan Hunt,Northeast,1800000192,2025-07-27,Phone Call,Safety & Tolerability,Favorable
CALL3001050,REP002,Bob Mendez,West,1800000013,2025-06-05,Virtual Video,Efficacy Profile,Neutral
CALL3001051,REP002,Bob Mendez,West,1800000038,2025-05-23,Email Follow-up,Efficacy Profile,Neutral
CALL3001052,REP002,Bob Mendez,West,1800000134,2025-06-01,Phone Call,Efficacy Profile,High Interest
CALL3001053,REP002,Bob Mendez,West,1800000104,2025-09-05,Virtual Video,Co-pay Assistance Program,Neutral
CALL3001054,REP001,Alice Carter,East,1800000144,2025-11-12,Virtual Video,Safety & Tolerability,High Interest
CALL3001055,REP001,Alice Carter,East,1800000136,2025-06-12,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001056,REP001,Alice Carter,East,1800000226,2025-10-19,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3001057,REP005,Ethan Hunt,Northeast,1800000077,2025-05-22,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001058,REP001,Alice Carter,East,1800000006,2025-03-06,In-Person,Safety & Tolerability,High Interest
CALL3001059,REP005,Ethan Hunt,Northeast,1800000126,2025-08-12,Phone Call,Market Access & Formulary Update,Favorable
CALL3001060,REP003,Charlie Vance,South,1800000127,2025-02-28,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3001061,REP002,Bob Mendez,West,1800000004,2025-09-24,Virtual Video,Clinical Trials Data,Unfavorable
CALL3001062,REP005,Ethan Hunt,Northeast,1800000127,2025-11-12,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3001063,REP002,Bob Mendez,West,1800000045,2025-10-19,Phone Call,Market Access & Formulary Update,High Interest
CALL3001064,REP004,Diana Prince,Midwest,1800000068,2025-03-14,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3001065,REP001,Alice Carter,East,1800000031,2025-08-18,Phone Call,Efficacy Profile,High Interest
CALL3001066,REP004,Diana Prince,Midwest,1800000123,2025-06-28,Phone Call,Clinical Trials Data,Neutral
CALL3001067,REP001,Alice Carter,East,1800000057,2025-11-27,In-Person,Clinical Trials Data,Unfavorable
CALL3001068,REP001,Alice Carter,East,1800000092,2025-08-23,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3001069,REP003,Charlie Vance,South,1800000186,2025-01-08,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3001070,REP001,Alice Carter,East,1800000045,2025-01-14,In-Person,Safety & Tolerability,Unfavorable
CALL3001071,REP001,Alice Carter,East,1800000247,2025-09-29,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001072,REP001,Alice Carter,East,1800000172,2025-06-07,Email Follow-up,Clinical Trials Data,Neutral
CALL3001073,REP005,Ethan Hunt,Northeast,1800000086,2025-06-01,Phone Call,Efficacy Profile,Unfavorable
CALL3001074,REP005,Ethan Hunt,Northeast,1800000143,2025-09-14,Phone Call,Efficacy Profile,Favorable
CALL3001075,REP004,Diana Prince,Midwest,1800000042,2025-02-04,Virtual Video,Efficacy Profile,Neutral
CALL3001076,REP001,Alice Carter,East,1800000143,2025-01-09,Phone Call,Market Access & Formulary Update,Favorable
CALL3001077,REP005,Ethan Hunt,Northeast,1800000198,2025-07-28,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001078,REP002,Bob Mendez,West,1800000015,2025-10-09,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3001079,REP003,Charlie Vance,South,1800000057,2025-03-13,Virtual Video,Efficacy Profile,Neutral
CALL3001080,REP004,Diana Prince,Midwest,1800000060,2025-06-01,Virtual Video,Market Access & Formulary Update,Busy - Left Materials
CALL3001081,REP004,Diana Prince,Midwest,1800000218,2025-09-15,Virtual Video,Co-pay Assistance Program,Favorable
CALL3001082,REP002,Bob Mendez,West,1800000130,2025-02-18,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3001083,REP003,Charlie Vance,South,1800000235,2025-04-18,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3001084,REP003,Charlie Vance,South,1800000246,2025-06-16,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3001085,REP002,Bob Mendez,West,1800000202,2025-09-28,Virtual Video,Co-pay Assistance Program,High Interest
CALL3001086,REP004,Diana Prince,Midwest,1800000234,2025-06-26,Phone Call,Efficacy Profile,Favorable
CALL3001087,REP005,Ethan Hunt,Northeast,1800000209,2025-01-16,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3001088,REP002,Bob Mendez,West,1800000033,2025-10-20,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001089,REP001,Alice Carter,East,1800000048,2025-03-12,Virtual Video,Efficacy Profile,Favorable
CALL3001090,REP002,Bob Mendez,West,1800000174,2025-08-20,In-Person,Safety & Tolerability,Favorable
CALL3001091,REP002,Bob Mendez,West,1800000135,2025-09-14,Email Follow-up,Efficacy Profile,Favorable
CALL3001092,REP004,Diana Prince,Midwest,1800000008,2025-01-30,Phone Call,Safety & Tolerability,High Interest
CALL3001093,REP004,Diana Prince,Midwest,1800000217,2025-02-28,In-Person,Market Access & Formulary Update,Neutral
CALL3001094,REP001,Alice Carter,East,1800000225,2025-01-13,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3001095,REP004,Diana Prince,Midwest,1800000176,2025-11-26,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001096,REP002,Bob Mendez,West,1800000063,2025-10-09,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3001097,REP004,Diana Prince,Midwest,1800000053,2025-07-26,Phone Call,Safety & Tolerability,High Interest
CALL3001098,REP004,Diana Prince,Midwest,1800000140,2025-06-21,Email Follow-up,Safety & Tolerability,Favorable
CALL3001099,REP005,Ethan Hunt,Northeast,1800000185,2025-12-07,In-Person,Co-pay Assistance Program,Favorable
CALL3001100,REP004,Diana Prince,Midwest,1800000155,2025-02-15,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001101,REP002,Bob Mendez,West,1800000142,2025-01-28,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3001102,REP005,Ethan Hunt,Northeast,1800000022,2025-09-25,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001103,REP001,Alice Carter,East,1800000233,2025-08-31,Phone Call,Co-pay Assistance Program,Neutral
CALL3001104,REP002,Bob Mendez,West,1800000183,2025-08-19,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3001105,REP001,Alice Carter,East,1800000228,2025-01-13,Phone Call,Efficacy Profile,High Interest
CALL3001106,REP002,Bob Mendez,West,1800000189,2025-04-13,Virtual Video,Clinical Trials Data,Favorable
CALL3001107,REP005,Ethan Hunt,Northeast,1800000097,2025-05-27,In-Person,Efficacy Profile,Busy - Left Materials
CALL3001108,REP005,Ethan Hunt,Northeast,1800000033,2025-09-09,Email Follow-up,Efficacy Profile,Favorable
CALL3001109,REP005,Ethan Hunt,Northeast,1800000153,2025-04-30,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3001110,REP003,Charlie Vance,South,1800000149,2025-01-11,Virtual Video,Clinical Trials Data,Neutral
CALL3001111,REP004,Diana Prince,Midwest,1800000020,2025-08-05,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3001112,REP002,Bob Mendez,West,1800000019,2025-11-04,In-Person,Efficacy Profile,High Interest
CALL3001113,REP001,Alice Carter,East,1800000139,2025-06-28,Phone Call,Co-pay Assistance Program,High Interest
CALL3001114,REP003,Charlie Vance,South,1800000194,2025-09-06,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3001115,REP004,Diana Prince,Midwest,1800000223,2025-01-12,Virtual Video,Market Access & Formulary Update,High Interest
CALL3001116,REP004,Diana Prince,Midwest,1800000025,2025-09-05,Phone Call,Clinical Trials Data,Neutral
CALL3001117,REP005,Ethan Hunt,Northeast,1800000226,2025-01-12,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001118,REP002,Bob Mendez,West,1800000037,2025-09-27,Phone Call,Safety & Tolerability,Favorable
CALL3001119,REP004,Diana Prince,Midwest,1800000064,2025-07-23,Virtual Video,Safety & Tolerability,High Interest
CALL3001120,REP003,Charlie Vance,South,1800000195,2025-08-16,Email Follow-up,Safety & Tolerability,High Interest
CALL3001121,REP004,Diana Prince,Midwest,1800000043,2025-07-17,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001122,REP001,Alice Carter,East,1800000226,2025-09-30,Phone Call,Market Access & Formulary Update,Neutral
CALL3001123,REP002,Bob Mendez,West,1800000244,2025-12-27,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001124,REP002,Bob Mendez,West,1800000095,2025-04-24,Phone Call,Clinical Trials Data,Favorable
CALL3001125,REP005,Ethan Hunt,Northeast,1800000068,2025-12-14,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3001126,REP002,Bob Mendez,West,1800000066,2025-04-15,Phone Call,Market Access & Formulary Update,High Interest
CALL3001127,REP005,Ethan Hunt,Northeast,1800000214,2025-04-13,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3001128,REP005,Ethan Hunt,Northeast,1800000199,2025-03-22,Email Follow-up,Safety & Tolerability,Neutral
CALL3001129,REP003,Charlie Vance,South,1800000077,2025-10-15,Virtual Video,Efficacy Profile,Neutral
CALL3001130,REP001,Alice Carter,East,1800000233,2025-01-10,Phone Call,Co-pay Assistance Program,Neutral
CALL3001131,REP005,Ethan Hunt,Northeast,1800000157,2025-07-19,In-Person,Efficacy Profile,Unfavorable
CALL3001132,REP002,Bob Mendez,West,1800000164,2025-08-21,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3001133,REP004,Diana Prince,Midwest,1800000128,2025-06-12,Email Follow-up,Clinical Trials Data,Unfavorable
CALL3001134,REP001,Alice Carter,East,1800000203,2025-09-09,Virtual Video,Co-pay Assistance Program,Neutral
CALL3001135,REP004,Diana Prince,Midwest,1800000213,2025-03-05,In-Person,Clinical Trials Data,High Interest
CALL3001136,REP004,Diana Prince,Midwest,1800000132,2025-01-12,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3001137,REP001,Alice Carter,East,1800000045,2025-08-07,Phone Call,Clinical Trials Data,Favorable
CALL3001138,REP002,Bob Mendez,West,1800000052,2025-02-09,Phone Call,Clinical Trials Data,Neutral
CALL3001139,REP002,Bob Mendez,West,1800000012,2025-03-19,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3001140,REP003,Charlie Vance,South,1800000125,2025-10-21,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001141,REP003,Charlie Vance,South,1800000134,2025-02-11,Virtual Video,Co-pay Assistance Program,Favorable
CALL3001142,REP003,Charlie Vance,South,1800000178,2025-05-19,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001143,REP002,Bob Mendez,West,1800000060,2025-07-23,Email Follow-up,Clinical Trials Data,Favorable
CALL3001144,REP004,Diana Prince,Midwest,1800000141,2025-08-07,In-Person,Safety & Tolerability,High Interest
CALL3001145,REP003,Charlie Vance,South,1800000246,2025-06-30,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001146,REP004,Diana Prince,Midwest,1800000218,2025-11-25,Phone Call,Efficacy Profile,Neutral
CALL3001147,REP005,Ethan Hunt,Northeast,1800000090,2025-01-16,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001148,REP003,Charlie Vance,South,1800000213,2025-02-13,In-Person,Efficacy Profile,Neutral
CALL3001149,REP003,Charlie Vance,South,1800000110,2025-06-25,Virtual Video,Market Access & Formulary Update,Favorable
CALL3001150,REP004,Diana Prince,Midwest,1800000172,2025-10-12,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3001151,REP002,Bob Mendez,West,1800000067,2025-12-15,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001152,REP004,Diana Prince,Midwest,1800000121,2025-11-08,Virtual Video,Safety & Tolerability,Unfavorable
CALL3001153,REP002,Bob Mendez,West,1800000150,2025-06-23,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3001154,REP005,Ethan Hunt,Northeast,1800000099,2025-12-05,Virtual Video,Clinical Trials Data,Favorable
CALL3001155,REP001,Alice Carter,East,1800000068,2025-02-15,Virtual Video,Co-pay Assistance Program,High Interest
CALL3001156,REP002,Bob Mendez,West,1800000177,2025-11-07,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3001157,REP001,Alice Carter,East,1800000077,2025-02-06,Virtual Video,Efficacy Profile,High Interest
CALL3001158,REP001,Alice Carter,East,1800000197,2025-10-25,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3001159,REP004,Diana Prince,Midwest,1800000059,2025-08-02,Phone Call,Safety & Tolerability,Favorable
CALL3001160,REP004,Diana Prince,Midwest,1800000239,2025-11-25,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001161,REP001,Alice Carter,East,1800000030,2025-06-21,Phone Call,Market Access & Formulary Update,Neutral
CALL3001162,REP005,Ethan Hunt,Northeast,1800000245,2025-12-08,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3001163,REP003,Charlie Vance,South,1800000003,2025-01-02,In-Person,Efficacy Profile,High Interest
CALL3001164,REP003,Charlie Vance,South,1800000218,2025-03-14,In-Person,Safety & Tolerability,Neutral
CALL3001165,REP001,Alice Carter,East,1800000171,2025-09-03,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001166,REP005,Ethan Hunt,Northeast,1800000097,2025-12-26,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001167,REP004,Diana Prince,Midwest,1800000195,2025-07-15,Phone Call,Co-pay Assistance Program,Favorable
CALL3001168,REP002,Bob Mendez,West,1800000133,2025-04-13,Email Follow-up,Safety & Tolerability,Favorable
CALL3001169,REP001,Alice Carter,East,1800000012,2025-08-13,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001170,REP001,Alice Carter,East,1800000050,2025-02-14,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3001171,REP004,Diana Prince,Midwest,1800000049,2025-11-27,Phone Call,Safety & Tolerability,Favorable
CALL3001172,REP005,Ethan Hunt,Northeast,1800000105,2025-05-16,In-Person,Co-pay Assistance Program,Neutral
CALL3001173,REP001,Alice Carter,East,1800000043,2025-09-04,Phone Call,Clinical Trials Data,Unfavorable
CALL3001174,REP005,Ethan Hunt,Northeast,1800000142,2025-01-08,Virtual Video,Clinical Trials Data,Favorable
CALL3001175,REP001,Alice Carter,East,1800000158,2025-11-08,Virtual Video,Co-pay Assistance Program,Favorable
CALL3001176,REP003,Charlie Vance,South,1800000019,2025-03-21,In-Person,Market Access & Formulary Update,Unfavorable
CALL3001177,REP004,Diana Prince,Midwest,1800000213,2025-07-03,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3001178,REP004,Diana Prince,Midwest,1800000223,2025-01-29,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001179,REP003,Charlie Vance,South,1800000175,2025-10-08,Email Follow-up,Efficacy Profile,High Interest
CALL3001180,REP002,Bob Mendez,West,1800000202,2025-09-23,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3001181,REP001,Alice Carter,East,1800000050,2025-05-21,In-Person,Efficacy Profile,Busy - Left Materials
CALL3001182,REP002,Bob Mendez,West,1800000138,2025-08-03,In-Person,Efficacy Profile,High Interest
CALL3001183,REP001,Alice Carter,East,1800000136,2025-04-13,In-Person,Efficacy Profile,Neutral
CALL3001184,REP002,Bob Mendez,West,1800000088,2025-12-12,Virtual Video,Clinical Trials Data,Unfavorable
CALL3001185,REP001,Alice Carter,East,1800000012,2025-06-17,Email Follow-up,Efficacy Profile,Unfavorable
CALL3001186,REP005,Ethan Hunt,Northeast,1800000105,2025-04-09,Phone Call,Efficacy Profile,Unfavorable
CALL3001187,REP004,Diana Prince,Midwest,1800000036,2025-10-06,Phone Call,Efficacy Profile,Unfavorable
CALL3001188,REP003,Charlie Vance,South,1800000068,2025-08-13,Phone Call,Clinical Trials Data,Unfavorable
CALL3001189,REP001,Alice Carter,East,1800000186,2025-07-04,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001190,REP002,Bob Mendez,West,1800000044,2025-12-06,In-Person,Market Access & Formulary Update,Favorable
CALL3001191,REP005,Ethan Hunt,Northeast,1800000083,2025-09-04,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3001192,REP002,Bob Mendez,West,1800000136,2025-11-07,Virtual Video,Safety & Tolerability,Neutral
CALL3001193,REP004,Diana Prince,Midwest,1800000033,2025-12-25,Phone Call,Efficacy Profile,Unfavorable
CALL3001194,REP003,Charlie Vance,South,1800000022,2025-08-27,Email Follow-up,Safety & Tolerability,High Interest
CALL3001195,REP005,Ethan Hunt,Northeast,1800000167,2025-10-26,Virtual Video,Clinical Trials Data,Unfavorable
CALL3001196,REP004,Diana Prince,Midwest,1800000159,2025-10-14,Phone Call,Clinical Trials Data,Unfavorable
CALL3001197,REP004,Diana Prince,Midwest,1800000185,2025-10-19,Email Follow-up,Clinical Trials Data,Favorable
CALL3001198,REP004,Diana Prince,Midwest,1800000177,2025-11-02,Phone Call,Clinical Trials Data,Unfavorable
CALL3001199,REP005,Ethan Hunt,Northeast,1800000207,2025-01-17,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3001200,REP004,Diana Prince,Midwest,1800000090,2025-03-15,In-Person,Clinical Trials Data,Favorable
CALL3001201,REP003,Charlie Vance,South,1800000135,2025-09-01,Email Follow-up,Co-pay Assistance Program,Unfavorable
CALL3001202,REP001,Alice Carter,East,1800000032,2025-01-27,Phone Call,Efficacy Profile,High Interest
CALL3001203,REP005,Ethan Hunt,Northeast,1800000073,2025-03-13,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3001204,REP001,Alice Carter,East,1800000041,2025-03-16,In-Person,Co-pay Assistance Program,Unfavorable
CALL3001205,REP002,Bob Mendez,West,1800000083,2025-10-24,Phone Call,Clinical Trials Data,Unfavorable
CALL3001206,REP005,Ethan Hunt,Northeast,1800000006,2025-12-23,Virtual Video,Co-pay Assistance Program,Favorable
CALL3001207,REP004,Diana Prince,Midwest,1800000220,2025-03-30,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3001208,REP002,Bob Mendez,West,1800000114,2025-07-22,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3001209,REP001,Alice Carter,East,1800000102,2025-03-16,Phone Call,Efficacy Profile,Unfavorable
